Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,GDP,Status,Status_Encoded
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,120,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,129,Yes,No,Yes,Male,No,18,6,6,4,11,0,0,6,10,3,10,0,1,Dropout,0
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120,No,No,No,Male,No,24,6,0,0,0,0,0,6,0,0,0,0,0,Dropout,0
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,133,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",127,No,No,Yes,Male,No,20,6,6,6,14,0,0,6,7,6,15,0,-4,Un-Dropout,1
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,151,No,Yes,No,Male,No,45,6,7,0,0,0,0,5,5,0,0,0,0,Dropout,0
Single,Change of course,2,Nursing,Daytime,Secondary education,130,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Administrative staff,126,Yes,No,Yes,Male,Yes,28,23,23,20,13,3,18,23,23,20,13,3,0,Un-Dropout,1
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,160,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,140,Yes,No,Yes,Male,No,23,6,8,6,12,0,0,6,10,5,12,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,128,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",125,Yes,No,Yes,Male,No,18,7,7,7,12,0,0,8,11,7,11,0,1,Un-Dropout,1
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,140,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,127,Yes,No,Yes,Male,No,23,5,7,3,10,1,0,5,7,3,11,0,-3,Dropout,0
Single,Change of course,1,Animation and Multimedia Design,Daytime,Secondary education,120,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,120,Yes,No,Yes,Male,No,22,0,0,0,0,0,0,0,0,0,0,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,140,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131,No,No,Yes,Male,Yes,22,6,6,6,12,0,1,6,6,5,12,0,1,Un-Dropout,1
Single,Over 23 years old,1,Management (evening attendance),Evening,Other - 11th year of schooling,120,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",155,No,No,Yes,Male,No,33,5,5,5,13,0,0,5,6,5,14,0,1,Un-Dropout,1
Single,Short cycle diploma holders,1,Agronomy,Daytime,Professional higher technical course,130,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128,No,No,Yes,Male,No,21,12,20,10,12,0,5,12,14,11,12,0,3,Un-Dropout,1
Married,Over 23 years old,1,Management,Daytime,Secondary education,100,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",170,No,No,Yes,Male,No,45,5,6,5,14,0,0,5,5,5,14,0,-4,Un-Dropout,1
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100,No,No,No,Male,No,44,10,10,4,11,0,1,7,8,1,12,0,-4,Dropout,0
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,110,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,(blank),107,No,No,Yes,Male,No,42,6,0,0,0,0,0,6,0,0,0,0,-1,Dropout,0
Single,3rd phase - general contingent,1,Management,Daytime,Secondary education,147,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",139,Yes,No,Yes,Male,No,20,5,0,0,0,0,0,5,0,0,0,0,1,Dropout,0
Single,2nd phase - general contingent,6,Management,Daytime,Secondary education,133,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",123,Yes,No,Yes,Male,No,20,5,7,3,12,1,0,5,12,2,12,0,-3,Un-Dropout,1
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,137,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122,Yes,No,Yes,Male,Yes,20,6,7,6,14,0,0,6,6,6,12,0,3,Un-Dropout,1
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,124,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,127,Yes,No,Yes,Male,No,20,6,11,3,13,0,0,6,13,4,10,0,-3,Un-Dropout,1
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,128,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120,No,No,Yes,Male,No,19,5,9,5,10,0,0,5,13,2,13,0,3,Un-Dropout,1
Single,Change of institution/course,1,Social Service (evening attendance),Evening,Secondary education,120,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,128,No,Yes,No,Male,No,26,8,13,4,10,0,5,10,16,7,10,0,1,Dropout,0
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",150,No,No,Yes,Male,No,31,6,10,6,15,0,0,6,11,5,12,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,142,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,136,No,Yes,Yes,Male,Yes,19,6,6,6,12,0,0,6,6,6,14,0,0,Un-Dropout,1
Single,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,Student,128,Yes,No,Yes,Male,No,28,6,7,6,13,0,0,6,6,6,13,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,149,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,158,Yes,No,Yes,Male,Yes,20,0,0,0,0,0,0,0,0,0,0,0,1,Un-Dropout,1
Married,1st phase - general contingent,2,Social Service (evening attendance),Evening,Secondary education,110,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,108,Yes,No,Yes,Female,No,43,6,6,6,13,0,0,6,6,6,12,0,-3,Un-Dropout,1
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",110,No,No,Yes,Male,Yes,25,0,0,0,0,0,0,0,0,0,0,0,-4,Dropout,0
Single,Over 23 years old,1,Social Service,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120,No,Yes,Yes,Female,No,40,6,13,2,10,0,0,6,10,1,15,0,0,Dropout,0
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,150,Higher Education - Doctorate,Higher Education - Master's,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150,No,No,Yes,Female,No,20,6,7,6,13,0,1,6,16,5,13,0,1,Un-Dropout,1
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Other - 11th year of schooling,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",113,No,No,Yes,Female,No,46,6,13,3,12,0,0,6,6,6,13,0,2,Un-Dropout,1
Single,Change of institution/course,1,Biofuel Production Technologies,Daytime,Secondary education,121,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",118,No,No,Yes,Female,No,26,21,23,20,13,0,10,14,18,14,11,0,3,Un-Dropout,1
Married,Over 23 years old,1,Nursing,Daytime,Secondary education,133,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",148,No,No,Yes,Female,Yes,34,7,7,6,12,0,0,8,9,7,13,0,1,Un-Dropout,1
Single,3rd phase - general contingent,3,Basic Education,Daytime,Secondary education,122,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",120,Yes,No,Yes,Female,No,19,6,0,0,0,0,0,6,0,0,0,0,1,Dropout,0
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,143,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,127,Yes,No,Yes,Female,Yes,18,8,8,7,13,0,0,8,8,7,13,0,-1,Un-Dropout,1
Single,1st phase - general contingent,1,Oral Hygiene,Daytime,Secondary education,123,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,113,Yes,No,Yes,Female,No,18,7,9,7,11,0,0,8,10,8,11,0,-1,Un-Dropout,1
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,120,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",108,No,No,Yes,Male,Yes,37,7,9,6,11,0,1,6,7,5,12,0,0,Un-Dropout,1
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,114,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",129,No,No,Yes,Male,Yes,23,0,0,0,0,0,0,0,0,0,0,0,-3,Un-Dropout,1
Single,Change of course,1,Communication Design,Daytime,Secondary education,114,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",135,No,No,Yes,Male,No,26,14,14,14,14,0,7,13,13,13,13,0,-4,Un-Dropout,1
Single,Ordinance No. 854-B/99,2,Journalism and Communication,Daytime,Secondary education,154,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",154,Yes,No,No,Female,No,18,6,8,5,12,0,0,6,0,0,0,0,1,Dropout,0
Single,International student (bachelor),1,Nursing,Daytime,Secondary education,190,Higher Education - Degree,Higher Education - Bachelor's Degree,Health professionals,Administrative staff,190,Yes,No,Yes,Female,No,18,7,15,4,11,0,0,7,10,5,12,0,1,Un-Dropout,1
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,136,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,132,Yes,No,Yes,Female,No,19,7,8,7,13,0,0,8,8,8,13,0,2,Un-Dropout,1
Single,Ordinance No. 854-B/99,2,Veterinary Nursing,Daytime,Secondary education,163,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,163,No,No,Yes,Female,No,18,6,10,6,13,0,0,6,12,6,12,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,126,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Intermediate Level Technicians and Professions,122,Yes,No,Yes,Female,No,19,6,6,6,13,0,0,6,8,5,12,0,3,Dropout,0
Single,2nd phase - general contingent,4,Informatics Engineering,Daytime,Secondary education,122,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,cleaning workers,"Skilled construction workers and the like, except electricians",121,Yes,No,Yes,Male,No,20,5,10,4,14,0,0,5,14,1,10,0,3,Un-Dropout,1
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,137,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Personal Services, Security and Safety Workers and Sellers",131,No,No,Yes,Female,Yes,22,6,7,6,12,0,0,6,9,4,12,0,-3,Un-Dropout,1
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,139,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",135,Yes,No,Yes,Female,Yes,18,8,8,7,12,0,0,8,8,7,12,0,-1,Un-Dropout,1
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,142,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technological specialization course,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,141,No,No,Yes,Female,Yes,18,6,8,6,12,0,0,6,6,6,13,0,0,Un-Dropout,1
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,133,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131,Yes,No,Yes,Female,Yes,18,6,7,6,12,0,0,6,6,6,13,0,3,Un-Dropout,1
Single,1st phase - general contingent,6,Tourism,Daytime,Secondary education,126,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",123,Yes,No,Yes,Female,Yes,18,6,7,6,13,0,0,6,6,6,13,0,1,Un-Dropout,1
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,131,Higher Education - Master's,Higher Education - Degree,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,126,Yes,No,Yes,Female,No,18,6,8,6,12,0,0,6,6,6,11,0,3,Un-Dropout,1
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,131,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126,Yes,No,Yes,Female,Yes,19,7,8,7,13,0,0,8,9,7,13,0,2,Un-Dropout,1
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,108,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",107,No,No,Yes,Female,No,20,6,0,0,0,0,0,6,0,0,0,0,-4,Dropout,0
Single,2nd phase - general contingent,4,Social Service,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",95,Yes,No,Yes,Female,Yes,19,6,12,6,11,0,0,6,7,0,0,0,-4,Dropout,0
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,122,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",116,Yes,No,Yes,Female,No,18,6,13,6,13,0,0,6,12,3,11,0,-4,Un-Dropout,1
